SY,Date,Site,Plot,Quadrat,Species,Height_cm,Height_m,DBH_cm,Mortality,Notes
2023,1/12/2023,STEER Basin,B,South,LARA,124,1.240,1.83,alive,measured at base
2023,1/12/2023,STEER Basin,B,South,LARA,66,0.660,1.17,alive,measured at base
2023,1/12/2023,STEER Basin,B,South,LARA,138.5,1.385,2.29,alive,measured at base
2023,1/12/2023,STEER Basin,B,South,LARA,200,2.000,0.75,alive,
2023,1/12/2023,STEER Basin,B,South,LARA,176,1.760,0.57,alive,
2023,1/12/2023,STEER Basin,B,West,RHMA,88,0.880,1.05,alive,measured at base
2023,1/12/2023,STEER Basin,B,West,RHMA,137,1.370,2.05,alive,measured at base
2023,1/12/2023,STEER Basin,B,West,RHMA,188,1.880,0.84,alive,
2023,1/12/2023,STEER Basin,C,East,RHMA,175,1.750,5.4,alive,
2023,1/12/2023,STEER Basin,C,East,RHMA,98,0.980,1.8,alive,
2023,1/12/2023,STEER Basin,C,East,RHMA,81,0.810,1.7,alive,
2023,1/12/2023,STEER Basin,C,East,RHMA,116,1.160,1.85,alive,meely bugs
2023,1/12/2023,STEER Basin,C,North,RHMA,65,0.650,1.85,alive,
2023,1/12/2023,STEER Basin,C,North,RHMA,99,0.990,1.67,alive,
2023,1/12/2023,STEER Basin,C,West,RHMA,244,2.440,1.7,alive,
2023,1/12/2023,STEER Basin,C,West,RHMA,185,1.850,1.06,alive,
2023,1/12/2023,STEER Basin,C,West,LARA,165,1.650,4.5,alive,
2023,1/12/2023,STEER Basin,C,West,LARA,210,2.100,1.01,alive,
2023,1/12/2023,STEER Fringe,A,East,RHMA,106,1.060,1.79,alive,
2023,1/12/2023,STEER Fringe,A,East,RHMA,187,1.870,0.84,alive,
2023,1/12/2023,STEER Fringe,A,North,RHMA,149.5,1.495,0.981,alive,herbivory on leaves
2023,1/12/2023,STEER Fringe,A,North,RHMA,81.8,0.818,1.76,alive,herbivory on leaves
2023,1/12/2023,STEER Fringe,B,North,RHMA,285,2.850,1.29,alive,
2023,1/12/2023,STEER Fringe,B,North,RHMA,400,4.000,1.44,alive,estiamated height
2023,1/12/2023,STEER Fringe,B,North,RHMA,400,4.000,2.2,alive,estiamated height
2023,1/12/2023,STEER Fringe,B,North,RHMA,400,4.000,1.81,alive,estiamated height
2023,1/12/2023,STEER Fringe,B,North,RHMA,400,4.000,1.74,alive,estiamated height
2023,1/12/2023,STEER Fringe,B,North,RHMA,400,4.000,1.61,alive,estiamated height
2023,1/12/2023,STEER Fringe,B,North,RHMA,350,3.500,1.33,alive,"has propagules, estimated height"
2023,1/12/2023,STEER Fringe,B,North,RHMA,400,4.000,1.51,alive,estiamated height
2023,1/12/2023,STEER Fringe,B,South,RHMA,330,3.300,1.08,alive,
2023,1/12/2023,STEER Fringe,B,South,RHMA,450,4.500,2.13,alive,
2023,1/12/2023,STEER Fringe,B,South,RHMA,300,3.000,1.34,alive,
2023,1/12/2023,STEER Fringe,B,South,RHMA,400,4.000,1.03,alive,
2023,1/12/2023,STEER Fringe,B,South,RHMA,280,2.800,1.4,alive,
2023,1/12/2023,STEER Fringe,B,South,RHMA,450,4.500,2.05,alive,estiamated height
2023,1/12/2023,STEER Fringe,B,South,RHMA,280,2.800,1.41,alive,
2023,1/12/2023,STEER Fringe,B,South,RHMA,270,2.700,1.2,alive,
2023,1/12/2023,STEER Fringe,B,South,RHMA,400,4.000,1.99,alive,estiamated height
2023,1/12/2023,STEER Fringe,B,South,RHMA,400,4.000,1.46,alive,estiamated height
2023,1/12/2023,STEER Fringe,B,South,RHMA,350,3.500,1.66,alive,estiamated height
2023,1/12/2023,STEER Fringe,B,West,RHMA,215,2.150,0.82,alive,
2023,1/12/2023,STEER Fringe,B,West,RHMA,165,1.650,0.56,dead,dead
2023,1/12/2023,STEER Fringe,B,West,RHMA,300,3.000,1.04,alive,
2023,1/12/2023,STEER Fringe,B,West,RHMA,350,3.500,1.46,dead,dead
2023,1/12/2023,STEER Fringe,B,West,RHMA,181,1.810,0.53,alive,
2023,1/12/2023,STEER Fringe,B,West,RHMA,400,4.000,2.27,alive,
2023,1/12/2023,STEER Fringe,B,West,RHMA,,,1.4,dead,"dead, height not recorded"
2023,1/12/2023,STEER Fringe,B,West,RHMA,220,2.200,0.94,alive,
2023,1/12/2023,STEER Fringe,B,West,RHMA,136,1.360,1.74,dead,dead
2023,1/12/2023,STEER Fringe,C,East,RHMA,330,3.300,1.83,alive,
2023,1/12/2023,STEER Fringe,C,East,RHMA,50,0.500,1.5,alive,measured at base
2023,2/22/2023,Turner Bay,A,East,LARA,400,4.000,1.81,alive,
2023,2/22/2023,Turner Bay,A,East,LARA,197,1.970,2.13,alive,
2023,2/22/2023,Turner Bay,A,North,RHMA,600,6.000,0.53,alive,
2023,2/22/2023,Turner Bay,A,South,RHMA,63.5,0.635,1.36,alive,
2023,2/22/2023,Turner Bay,A,South,RHMA,52.5,0.525,1.2,alive,
2023,2/22/2023,Turner Bay,A,South,RHMA,51.1,0.511,1.15,alive,
2023,2/22/2023,Turner Bay,B,South,RHMA,55.5,0.555,1.44,alive,
2023,2/22/2023,Turner Bay,C,North,RHMA,53.6,0.536,1.28,alive,measured at base
2023,2/22/2023,Turner Bay,C,North,RHMA,51.5,0.515,1.27,alive,measured at base
2023,2/22/2023,Turner Bay,C,West,RHMA,52,0.520,1.14,alive,measured at base
2023,2/22/2023,Turner Bay,C,West,RHMA,52,0.520,1.65,alive,measured at base
2023,11/21/2022,Vessup Bay,A,East,LARA,126,1.260,1.47,alive,
2023,1/23/2023,Water Creek,C,South,LARA,53,0.530,1.04,alive,
2023,1/23/2023,Water Creek,C,South,LARA,206,2.060,0.93,alive,
2023,1/23/2023,Water Creek,C,South,LARA,72,0.720,0.5,alive,
2023,1/23/2023,Water Creek,C,South,LARA,206,2.060,0.69,alive,
2023,1/23/2023,Water Creek,C,South,LARA,180,1.800,0.85,alive,
2023,1/23/2023,Water Creek,C,South,LARA,141,1.410,1.79,alive,
2023,1/23/2023,Water Creek,C,South,LARA,96,0.960,1.92,alive,
2023,1/23/2023,Water Creek,C,South,LARA,136,1.360,1.26,alive,
2023,1/23/2023,Water Creek,C,South,LARA,162,1.620,1.22,alive,
2024,6/5/2024,Brewers Bay,A,West,LARA,77.8,0.778,<1,alive,hermit crab
2024,6/5/2024,Brewers Bay,A,West,LARA,65.5,0.655,<1,alive,hermit crab
2024,6/5/2024,Brewers Bay,A,West,LARA,60.1,0.601,<1,alive,hermit crab
2024,6/5/2024,Brewers Bay,A,West,LARA,142,1.420,<1,alive,hermit crab
2024,6/10/2024,Brewers Bay,B,South,LARA,210,2.100,0.67,alive,dying
2024,6/10/2024,Brewers Bay,B,South,LARA,285,2.850,0.97,alive,unhealthy - disease 
2024,6/17/2024,Brewers Bay,C,East,LARA,69,0.690,0.5,alive,
2024,6/17/2024,Brewers Bay,C,East,LARA,71,0.710,0.5,alive,
2024,6/17/2024,Brewers Bay,C,North,RHMA,72,0.720,1.2,alive,
2024,6/17/2024,Brewers Bay,C,North,RHMA,69.5,0.695,1.3,alive,
2024,6/17/2024,Brewers Bay,C,North,RHMA,51,0.510,0.9,alive,
2024,6/17/2024,Brewers Bay,C,North,RHMA,159,1.590,1.1,alive,
2024,6/17/2024,Brewers Bay,C,North,LARA,126,1.260,1.2,alive,
2024,6/17/2024,Brewers Bay,C,South,RHMA,182,1.820,1.7,alive,
2024,6/17/2024,Brewers Bay,C,South,RHMA,201,2.010,0.2,alive,
2024,6/17/2024,Brewers Bay,C,South,RHMA,83,0.830,1.1,alive,no leaves
2024,6/17/2024,Brewers Bay,C,South,RHMA,73,0.730,1.3,alive,no leaves
2024,6/17/2024,Brewers Bay,C,South,RHMA,175,1.750,0.21,alive,
2024,6/17/2024,Brewers Bay,C,West,RHMA,102,1.020,1.9,alive,
2024,6/17/2024,Brewers Bay,C,West,RHMA,71.5,0.715,0.2,alive,
2024,6/17/2024,Brewers Bay,C,West,RHMA,104,1.040,1.9,alive,
2024,6/17/2024,Brewers Bay,C,West,RHMA,192,1.920,1.7,alive,
2024,6/17/2024,Brewers Bay,C,West,RHMA,65,0.650,1.13,alive,
2024,6/17/2024,Brewers Bay,C,West,RHMA,67,0.670,1.3,alive,
2024,6/17/2024,Brewers Bay,C,West,RHMA,75,0.750,1.2,alive,
2024,6/17/2024,Brewers Bay,C,West,RHMA,82.5,0.825,1.25,alive,
2024,7/17/2024,Francis Bay,C,East,LARA,78,0.780,0.84,alive,
2024,7/17/2024,Francis Bay,C,East,LARA,65,0.650,0.69,alive,
2024,7/17/2024,Francis Bay,C,North,LARA,120,1.200,1.21,alive,
2024,7/24/2024,Great Pond ,A,East,AVGE,129.7,1.297,30.5,alive,
2024,7/24/2024,Great Pond ,A,North,RHMA,67.5,0.675,14.3,alive,
2024,7/23/2024,Krause Lagoon,A,East,RHMA,340.36,3.404,1.88,alive,
2024,7/23/2024,Krause Lagoon,A,North,RHMA,241.3,2.413,2.35,alive,
2024,7/23/2024,Krause Lagoon,A,North,RHMA,228.6,2.286,1.9,alive,
2024,7/23/2024,Krause Lagoon,A,North,RHMA,314.96,3.150,0.93,alive,
2024,7/23/2024,Krause Lagoon,A,North,RHMA,386.08,3.861,1.7,alive,
2024,7/23/2024,Krause Lagoon,A,North,RHMA,353.06,3.531,1.84,alive,
2024,7/23/2024,Krause Lagoon,A,North,RHMA,411.48,4.115,2.13,alive,
2024,7/23/2024,Krause Lagoon,A,North,RHMA,373.38,3.734,1.67,alive,
2024,7/23/2024,Krause Lagoon,A,South,RHMA,469.9,4.699,2,alive,
2024,7/23/2024,Krause Lagoon,A,West,RHMA,312.42,3.124,0.92,alive,
2024,7/23/2024,Krause Lagoon,A,West,RHMA,495.3,4.953,2.05,alive,
2024,7/23/2024,Krause Lagoon,A,West,RHMA,269.24,2.692,1.5,alive,
2024,7/23/2024,Krause Lagoon,A,West,RHMA,205.74,2.057,1.03,alive,
2024,7/23/2024,Krause Lagoon,A,West,RHMA,264.16,2.642,1.51,alive,
2024,7/23/2024,Krause Lagoon,A,West,RHMA,414.02,4.140,2.06,alive,
2024,7/23/2024,Krause Lagoon,A,West,RHMA,312.42,3.124,1.12,alive,
2024,7/23/2024,Krause Lagoon,A,West,RHMA,279.4,2.794,0.98,alive,
2024,7/23/2024,Krause Lagoon,A,West,RHMA,386.08,3.861,1.52,alive,
2024,7/23/2024,Krause Lagoon,A,West,RHMA,302.26,3.023,1.16,alive,
2024,7/23/2024,Krause Lagoon,A,West,RHMA,70.1,0.701,0.65,alive,
2024,7/23/2024,Krause Lagoon,B,East,RHMA,144.1,1.441,0.9,alive,
2024,7/23/2024,Krause Lagoon,B,East,RHMA,107.6,1.076,1.95,alive,
2024,7/23/2024,Krause Lagoon,B,South,RHMA,143,1.430,0.67,alive,
2024,7/23/2024,Krause Lagoon,B,West,RHMA,291,2.910,1.12,alive,
2024,8/6/2024,Lameshur Bay,B,East,AVGE,51,0.510,0.8,alive,
2024,8/6/2024,Lameshur Bay,B,East,AVGE,71.5,0.715,0.7,alive,
2024,8/6/2024,Lameshur Bay,B,East,AVGE,50.2,0.502,0.4,alive,
2024,8/6/2024,Lameshur Bay,B,East,AVGE,73.5,0.735,0.8,alive,
2024,8/6/2024,Lameshur Bay,B,East,AVGE,51.2,0.512,0.6,alive,
2024,8/6/2024,Lameshur Bay,B,East,AVGE,65.7,0.657,0.6,alive,
2024,8/6/2024,Lameshur Bay,B,East,AVGE,64.8,0.648,0.8,alive,
2024,8/6/2024,Lameshur Bay,B,North,AVGE,52.5,0.525,1.6,alive,
2024,8/6/2024,Lameshur Bay,B,North,AVGE,56.4,0.564,1.3,alive,
2024,8/6/2024,Lameshur Bay,B,North,AVGE,56.8,0.568,1.4,alive,
2024,8/6/2024,Lameshur Bay,B,South,AVGE,72.3,0.723,1.2,alive,
2024,8/6/2024,Lameshur Bay,B,South,AVGE,58,0.580,1.8,alive,
2024,8/6/2024,Lameshur Bay,B,South,AVGE,120,1.200,2.4,alive,
2024,8/6/2024,Lameshur Bay,B,West,AVGE,164,1.640,0.5,alive,
2024,8/6/2024,Lameshur Bay,B,West,AVGE,222,2.220,0.4,alive,
2024,8/6/2024,Lameshur Bay,B,West,AVGE,360,3.600,2.2,alive,
2024,8/6/2024,Lameshur Bay,B,West,AVGE,93.4,0.934,1.3,alive,
2024,8/6/2024,Lameshur Bay,B,West,AVGE,112.8,1.128,1.7,alive,
2024,8/6/2024,Lameshur Bay,B,West,AVGE,82,0.820,1.9,alive,
2024,8/6/2024,Lameshur Bay,B,West,AVGE,76.5,0.765,0.7,alive,
2024,8/6/2024,Lameshur Bay,B,West,AVGE,173.5,1.735,1.8,alive,
2024,8/6/2024,Lameshur Bay,B,West,AVGE,118,1.180,1.7,alive,
2024,8/6/2024,Lameshur Bay,C,East,RHMA,54,0.540,1.85,alive,
2024,8/6/2024,Lameshur Bay,C,East,RHMA,62.5,0.625,1.79,alive,
2024,8/6/2024,Lameshur Bay,C,East,RHMA,52.5,0.525,1.95,alive,
2024,8/6/2024,Lameshur Bay,C,East,RHMA,63,0.630,1.38,alive,
2024,8/6/2024,Lameshur Bay,C,North,RHMA,78,0.780,2.2,alive,
2024,8/6/2024,Lameshur Bay,C,North,RHMA,63,0.630,1.3,alive,
2024,8/6/2024,Lameshur Bay,C,North,RHMA,50.5,0.505,1.14,alive,
2024,8/6/2024,Lameshur Bay,C,North,RHMA,51.8,0.518,1.13,alive,
2024,8/6/2024,Lameshur Bay,C,North,RHMA,64.5,0.645,1.03,alive,
2024,8/6/2024,Lameshur Bay,C,North,RHMA,56.5,0.565,1.14,alive,
2024,8/6/2024,Lameshur Bay,C,North,RHMA,57,0.570,1.03,alive,hypo pred
2024,8/6/2024,Lameshur Bay,C,North,RHMA,70.4,0.704,1.14,alive,
2024,8/6/2024,Lameshur Bay,C,North,RHMA,66.8,0.668,1.47,alive,
2024,8/6/2024,Lameshur Bay,C,North,RHMA,77.3,0.773,1.73,alive,
2024,8/6/2024,Lameshur Bay,C,North,RHMA,57.6,0.576,1.15,alive,
2024,8/6/2024,Lameshur Bay,C,North,LARA,58.1,0.581,0.55,alive,
2024,8/6/2024,Lameshur Bay,C,North,LARA,88.3,0.883,0.28,alive,
2024,8/6/2024,Lameshur Bay,C,North,LARA,102.5,1.025,1.13,alive,
2024,8/6/2024,Lameshur Bay,C,North,LARA,73.5,0.735,1.11,alive,unhealthy
2024,8/6/2024,Lameshur Bay,C,North,LARA,62,0.620,0.58,alive,
2024,8/6/2024,Lameshur Bay,C,North,LARA,59.4,0.594,0.42,alive,
2024,8/6/2024,Lameshur Bay,C,North,LARA,138.3,1.383,1.63,alive,
2024,8/6/2024,Lameshur Bay,C,South,RHMA,78,0.780,1.87,alive,
2024,8/6/2024,Lameshur Bay,C,South,RHMA,66,0.660,1.51,alive,
2024,8/6/2024,Lameshur Bay,C,South,RHMA,62,0.620,1.13,alive,
2024,8/6/2024,Lameshur Bay,C,South,RHMA,65,0.650,1.138,alive,
2024,7/9/2024,Magens Bay,A,East,RHMA,800,8.000,2.39,alive,
2024,7/9/2024,Magens Bay,A,North,RHMA,114,1.140,2.54,dead,DBH AT BASE no real DBH dead
2024,7/9/2024,Magens Bay,A,South,RHMA,76.1,0.761,1.44,alive,
2024,7/9/2024,Magens Bay,B,West,RHMA,750,7.500,2.45,alive,
2024,7/19/2024,Magens Bay,C,South,RHMA,323.088,3.231,1.24,alive,Healthy
2024,7/19/2024,Magens Bay,C,West,RHMA,530.352,5.304,2.45,alive,Healthy
2024,6/10/2024,Mandahl Bay,A,East,LARA,245,2.450,1.01,alive,
2024,6/10/2024,Mandahl Bay,A,East,LARA,171.5,1.715,0.35,alive,
2024,6/10/2024,Mandahl Bay,A,East,LARA,265.4,2.654,0.94,alive,
2024,6/10/2024,Mandahl Bay,A,East,RHMA,120.1,1.201,1.27,alive,
2024,6/10/2024,Mandahl Bay,A,South,LARA,344.2,3.442,1.14,alive,
2024,6/10/2024,Mandahl Bay,A,West,RHMA,72.3,0.723,16.2,alive,
2024,6/10/2024,Mandahl Bay,A,West,RHMA,187.2,1.872,0.72,alive,
2024,6/10/2024,Mandahl Bay,A,West,LARA,388.1,3.881,1.17,alive,
2024,6/7/2024,Mandahl Bay,B,East,RHMA,57.7,0.577,2.14,alive,shriveled leaves
2024,6/7/2024,Mandahl Bay,B,North,LARA,198,1.980,<1,alive,disease - leaf spots
2024,6/7/2024,Mandahl Bay,B,North,LARA,137,1.370,<1,alive,disease - leaf spots
2024,6/7/2024,Mandahl Bay,B,South,RHMA,133.3,1.333,2.29,alive,
2024,6/7/2024,Mandahl Bay,B,West,LARA,116,1.160,1.73,alive,disease - leaf spots
2024,6/7/2024,Mandahl Bay,B,West,RHMA,131.6,1.316,<1,alive,
2024,6/10/2024,Mandahl Bay,C,North,LARA,248,2.480,,alive,forgot to take DBH
2024,7/18/2024,Princess Bay,C,South,RHMA,207.5,2.075,1.2,alive,
2024,7/18/2024,Princess Bay,C,West,RHMA,240,2.400,1.3,alive,
2024,9/18/2024,Reef Bay,A,East,AVGE,182,1.820,0.8,alive,
2024,9/18/2024,Reef Bay,A,South,LARA,134,1.340,0.2,alive,
2024,9/18/2024,Reef Bay,A,South,LARA,143,1.430,0.7,alive,
2024,9/18/2024,Reef Bay,A,South,LARA,84,0.840,0.7,alive,
2024,9/18/2024,Reef Bay,A,South,LARA,182,1.820,0.6,alive,
2024,9/18/2024,Reef Bay,A,South,LARA,415,4.150,1.3,alive,
2024,9/18/2024,Reef Bay,A,South,LARA,145,1.450,0.4,alive,
2024,9/18/2024,Reef Bay,A,South,LARA,440,4.400,1,alive,
2024,9/18/2024,Reef Bay,A,South,LARA,350,3.500,0.8,alive,
2024,9/18/2024,Reef Bay,A,South,LARA,375,3.750,0.9,alive,
2024,9/18/2024,Reef Bay,A,South,LARA,410,4.100,1.5,alive,
2024,9/18/2024,Reef Bay,A,South,LARA,325,3.250,1.4,alive,
2024,9/18/2024,Reef Bay,B,East,LARA,215,2.150,0.9,alive,
2024,9/18/2024,Reef Bay,B,East,LARA,213,2.130,1,alive,
2024,9/18/2024,Reef Bay,B,East,LARA,154,1.540,0.4,alive,
2024,9/18/2024,Reef Bay,B,East,LARA,305,3.050,1.9,alive,
2024,9/18/2024,Reef Bay,B,East,LARA,315,3.150,2.1,alive,
2024,9/18/2024,Reef Bay,B,East,LARA,265,2.650,2.4,alive,
2024,9/18/2024,Reef Bay,B,East,LARA,435,4.350,2.3,alive,
2024,9/18/2024,Reef Bay,B,East,LARA,158,1.580,0.3,alive,
2024,9/18/2024,Reef Bay,B,East,LARA,218,2.180,0.7,alive,
2024,9/18/2024,Reef Bay,B,East,LARA,235,2.350,1,alive,
2024,9/18/2024,Reef Bay,B,East,LARA,146,1.460,0.2,alive,
2024,9/18/2024,Reef Bay,B,East,LARA,293,2.930,1.4,alive,
2024,9/18/2024,Reef Bay,B,West,AVGE,245,2.450,2.2,alive,
2024,9/18/2024,Reef Bay,B,West,AVGE,105,1.050,0.2,alive,
2024,7/24/2024,Salt River,A,East,LARA,352,3.520,30.2,alive,
2024,7/24/2024,Salt River,A,East,LARA,105,1.050,10.2,alive,
2024,7/24/2024,Salt River,A,East,LARA,84,0.840,7.1,alive,
2024,7/24/2024,Salt River,A,East,LARA,133,1.330,23.1,alive,
2024,7/24/2024,Salt River,A,East,LARA,105,1.050,11,alive,
2024,7/24/2024,Salt River,A,East,LARA,230,2.300,28.7,alive,
2024,7/24/2024,Salt River,A,East,LARA,144,1.440,17.8,alive,
2024,7/24/2024,Salt River,A,East,LARA,180,1.800,11.6,alive,
2024,7/24/2024,Salt River,A,East,LARA,240,2.400,18.3,alive,
2024,7/24/2024,Salt River,A,East,LARA,120,1.200,17,alive,
2024,7/24/2024,Salt River,A,East,LARA,72,0.720,10.8,alive,
2024,7/24/2024,Salt River,A,East,LARA,125,1.250,14.8,alive,
2024,7/24/2024,Salt River,A,East,LARA,174,1.740,16.2,alive,
2024,7/24/2024,Salt River,A,East,LARA,320,3.200,26.6,alive,
2024,7/24/2024,Salt River,A,East,LARA,254,2.540,2.6,alive,
2024,7/24/2024,Salt River,A,East,LARA,330,3.300,50.9,alive,
2024,7/24/2024,Salt River,A,East,LARA,110,1.100,16.8,alive,
2024,7/24/2024,Salt River,A,East,LARA,301.1,3.011,32.8,alive,
2024,7/24/2024,Salt River,A,South,LARA,221,2.210,20.7,alive,
2024,7/24/2024,Salt River,A,South,LARA,98.5,0.985,14.6,alive,
2024,7/24/2024,Salt River,B,North,RHMA,104,1.040,1.43,alive,
2024,7/24/2024,Salt River,B,North,RHMA,77.6,0.776,1.59,alive,
2024,7/24/2024,Salt River,B,North,RHMA,94,0.940,1.01,alive,
2024,7/24/2024,Salt River,B,North,RHMA,102,1.020,1.18,alive,
2024,7/24/2024,Salt River,B,North,RHMA,78.4,0.784,1.77,alive,
2024,7/24/2024,Salt River,B,North,RHMA,72.3,0.723,1.62,alive,
2024,7/24/2024,Salt River,B,North,RHMA,103.5,1.035,1.32,alive,
2024,7/24/2024,Salt River,C,North,RHMA,75,0.750,1.33,alive,
2024,7/24/2024,Salt River,C,North,RHMA,54,0.540,1.4,alive,
2024,7/24/2024,Salt River,C,North,RHMA,52.1,0.521,1.15,alive,
2024,7/24/2024,Salt River,C,North,RHMA,61.3,0.613,1.33,alive,
2024,7/5/2024,STEER Fringe,A,South,RHMA,79,0.790,2.12,alive,
2024,7/5/2024,STEER Fringe,A,West,RHMA,250,2.500,2.4,alive,
2024,7/5/2024,STEER Fringe,A,West,RHMA,96,0.960,2.16,alive,
2024,7/5/2024,STEER Fringe,B,East,RHMA,288,2.880,0.86,alive,
2024,7/5/2024,STEER Fringe,B,East,RHMA,400,4.000,1.1,alive,
2024,7/5/2024,STEER Fringe,B,South,RHMA,800,8.000,1.87,alive,
2024,7/5/2024,STEER Fringe,B,South,LARA,750,7.500,1.68,alive,
2024,7/5/2024,STEER Fringe,B,South,LARA,600,6.000,1.14,alive,
2024,7/5/2024,STEER Fringe,B,West,RHMA,298,2.980,1.78,alive,
2024,7/5/2024,STEER Fringe,C,South,RHMA,425,4.250,2.2,alive,
2024,7/5/2024,STEER Fringe,C,South,RHMA,300,3.000,2.4,alive,
2024,7/5/2024,STEER Fringe,C,South,RHMA,400,4.000,1.8,alive,
2024,8/7/2024,Turner Bay,A,South,RHMA,79,0.790,0.8,alive,
2024,8/7/2024,Turner Bay,A,South,RHMA,145,1.450,92,alive,
2024,8/7/2024,Turner Bay,A,South ,RHMA,105.5,1.055,0.85,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,63,0.630,0.3,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,59,0.590,0.22,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,52.4,0.524,0.4,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,66.8,0.668,0.5,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,60,0.600,0.32,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,91,0.910,0.58,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,71.5,0.715,0.48,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,74.4,0.744,0.55,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,65,0.650,0.16,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,85.8,0.858,0.53,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,54,0.540,0.41,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,79,0.790,0.65,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,65.5,0.655,0.23,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,50.5,0.505,0.28,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,50.6,0.506,0.38,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,60.1,0.601,0.35,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,53,0.530,0.4,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,59.5,0.595,0.41,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,59,0.590,0.59,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,66.9,0.669,0.62,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,55,0.550,0.35,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,67.8,0.678,0.47,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,53.5,0.535,0.43,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,53,0.530,0.59,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,52,0.520,0.3,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,60.4,0.604,0.4,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,57,0.570,0.3,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,62.5,0.625,0.4,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,65.5,0.655,0.36,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,55.5,0.555,0.43,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,60,0.600,0.82,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,53,0.530,0.6,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,63,0.630,0.61,alive,
2024,8/7/2024,Turner Bay,A,West ,RHMA,61,0.610,0.3,alive,
2024,8/7/2024,Turner Bay,C,South,RHMA,55.7,0.557,1.62,alive,
2024,8/7/2024,Turner Bay,C,West ,RHMA,55.4,0.554,1.59,alive,
2024,8/8/2024,Water Creek ,A,North,LARA,294,2.940,0.67,alive,props connected and coming from same tree 
2024,8/8/2024,Water Creek ,A,North,LARA,127,1.270,0.86,alive,props connected and coming from same tree 
2024,8/8/2024,Water Creek ,A,North,LARA,150,1.500,0.82,alive,snapped on stem props 
2024,8/8/2024,Water Creek ,A,North,LARA,184,1.840,0.65,alive,coming from larger tree base props
2024,6/11/2024,Compass Point,A,North,RHMA,198.1,1.981,1.92,alive,
2024,6/11/2024,Compass Point,A,North,RHMA,364,3.640,1.15,alive,
2024,6/11/2024,Compass Point,A,East,RHMA,86.5,0.865,1.62,alive,"no true dbd, measured thick"
2024,6/11/2024,Compass Point,A,South,RHMA,322,3.220,1.36,alive,
2024,6/11/2024,Compass Point,A,South,RHMA,119,1.190,1.66,alive,measured by thickest part
2024,6/11/2024,Compass Point,A,South,RHMA,57.5,0.575,1.42,alive,measured by thickest part
2024,6/11/2024,Compass Point,A,West,RHMA,94.5,0.945,3.09,alive,measured at the base
2024,6/11/2024,Compass Point,B,East,RHMA,53.5,0.535,1.44,alive,"NF, healthy alive"
2024,6/11/2024,Compass Point,B,East,RHMA,281.94,2.819,1.65,alive,"IP, healthy alive"
2024,6/11/2024,Compass Point,B,East,RHMA,220.98,2.210,0.91,alive,"NF, healthy alive"
2024,6/11/2024,Compass Point,B,East,RHMA,68.1,0.681,1.46,alive,measured at the base
2024,6/11/2024,Compass Point,B,South,RHMA,52.4,0.524,1.13,alive,"NF, healthy alive"
2024,6/11/2024,Compass Point,B,South,RHMA,92.1,0.921,1.74,alive,"NF, healthy alive"
2024,6/11/2024,Compass Point,B,South,RHMA,69.8,0.698,1.28,alive,"NF, healthy alive"
2024,6/11/2024,Compass Point,B,South,RHMA,137.5,1.375,1.36,alive,"NF, healthy alive"
2024,6/11/2024,Compass Point,B,South,RHMA,267,2.670,1,alive,"NF, healthy alive"
2024,6/11/2024,Compass Point,B,South,RHMA,232.5,2.325,0.79,alive,"NF, healthy alive"
2024,6/11/2024,Compass Point,B,South,RHMA,197,1.970,0.77,alive,"NF, healthy alive"
2024,6/11/2024,Compass Point,B,South,RHMA,94.5,0.945,2.1,alive,"NF, healthy alive"
