Island,Site,Plot,SY,Date_Survey,Pore_water,Inside_plot,Survey_start,Survey_end,Personnel,Water_depth,Temp,DO_percent,DO_mg_L,Salinity_ppt,SPC,TDS,pH,Syringe_used,Notes,water_depth_below_zero,Salinity_ppt_above_70ppt,TDS_above_70ppt
St Thomas,STEER Basin,B,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",2.9,27.7,85.3,5.69,28.67,44502,28926,7.78,Y,Outside Plot,,,
St Thomas,STEER Basin,C,2023,1/12/2023,NA,NA,2:33,NA,"KWG,AND,JS,JP,LU,KT",6.5,32.2,27.2,1.84,6.13,10926,7101,8.24,N,Outside Plot,,,
St Thomas,STEER Basin,C,2023,1/12/2023,NA,NA,2:33,NA,"KWG,AND,JS,JP,LU,KT",7.5,29,19,1.27,11.67,19678,12774,8.21,N,Outside Plot,,,
St Thomas,STEER Basin,C,2023,1/12/2023,NA,NA,2:33,NA,"KWG,AND,JS,JP,LU,KT",9.4,29.2,9.1,0.57,16.12,26477,17213,7.75,n,Outside Plot,,,
St Thomas,STEER Fringe,A,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",6.2,25.9,69.4,4.69,33.2,50736,33015,7.78,N,Standing H2O Site,,,
St Thomas,STEER Fringe,A,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",7.8,23.9,64.2,4.31,33.16,50656,32596,7.68,N,Standing H2O Site,,,
St Thomas,STEER Fringe,A,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",8.8,25.6,65.1,4.41,32.27,49469,32192,7.61,N,Standing H2O Site,,,
St Thomas,STEER Fringe,B,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",3.8,26,80.3,5.65,24.32,38415,24996,7.91,Y,Standing in Plot,,,
St Thomas,STEER Fringe,B,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",3.5,25.2,40.3,2.51,22.98,36868,24256,7.6,N,Standing in Plot,,,
St Thomas,STEER Fringe,B,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",5.1,25,34.2,2.35,10.94,18640,12001,7.59,Y,Standing in Plot,,,
St Thomas,STEER Fringe,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",4,28.1,81,5.79,14.7,24186,16509,7.4,Y,,,,
St Thomas,STEER Fringe,C,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",4.7,27.5,71.3,4.89,20.41,32860,21315,7.61,Y,,,,
St Thomas,STEER Fringe,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",7.9,25.8,35.2,2.48,20.6,32989,21444,7.54,Y,,,,
St John,Turner Bay,A,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",10,26.6,24.4,1.77,8.94,15390,10011,NA,N,,,,
St John,Turner Bay,A,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",9,26.6,34.4,2.51,9.13,15709,10217,NA,N,,,,
St John,Turner Bay,A,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",10,26.7,31.1,2.27,11.37,19208,12493,NA,N,,,,
St John,Turner Bay,B,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",17.5,27.1,64.4,4.76,7.65,13281,8611,NA,N,,,,
St John,Turner Bay,B,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",21.8,27.3,73.2,4.91,8.57,14652,9528,NA,N,,,,
St John,Turner Bay,B,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",22.5,27.7,43.1,3.13,13.05,21777,14177,NA,N,,,,
St John,Turner Bay,C,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",26,27.8,58,4.21,11.34,19177,12468,NA,N,,,,
St John,Turner Bay,C,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",21,27,62.6,4.52,12.63,21188,13786,NA,N,,,,
St John,Turner Bay,C,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",21.8,28.1,58.8,4.02,21.2,33928,22059,NA,N,,,,
St Thomas,Vessup Bay,A,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",6,30.1,NA,NA,31,NA,NA,NA,N,,,,
St Thomas,Vessup Bay,A,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",4,30,NA,NA,31,NA,NA,NA,N,,,,
St Thomas,Vessup Bay,A,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",5,29.6,NA,NA,30,NA,NA,NA,N,,,,
St Thomas,Vessup Bay,B,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",11,30.5,NA,NA,31,NA,NA,NA,N,,,,
St Thomas,Vessup Bay,B,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",12,30.9,NA,NA,30,NA,NA,NA,N,,,,
St Thomas,Vessup Bay,B,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",10.5,30.4,NA,NA,30,NA,NA,NA,N,,,,
St Thomas,Vessup Bay,C,2023,2/9/2023,NA,NA,10:06,NA,"TNT,KH",5,24.8,71.4,4.78,34.27,52067,33842,7.57,N,,,,
St Thomas,Vessup Bay,C,2023,2/9/2023,NA,NA,10:06,NA,"TNT,KH",7,24.5,63.7,4.63,34.01,51711,33607,7.49,N,,,,
St Thomas,Vessup Bay,C,2023,2/9/2023,NA,NA,10:06,NA,"TNT,KH",13,24.5,71,5.02,33.95,51653,33583,7.44,N,,,,
St. John,Water Creek,A,2023,1/23/23,NA,NA,14:31,NA,"KWG, AND, JS, JP, LU, KT",18.5,29.8,105.5,6.61,35.83,54374,35350,NA,N,,,,
St. John,Water Creek,A,2023,1/23/23,NA,NA,14:31,NA,"KWG, AND, JS, JP, LU, KT",22,29.4,108.3,6.83,35.8,54329,35304,NA,N,,,,
St. John,Water Creek,A,2023,1/23/23,NA,NA,14:31,NA,"KWG, AND, JS, JP, LU, KT",22.5,29.2,105.3,6.72,35.83,54326,35293,NA,N,,,,
St. John,Water Creek,B,2023,1/23/23,NA,NA,14:50,NA,"KWG, AND, JS, JP, LU, KT",12.1,27.2,74.5,4.79,36.07,54586,35497,7.54,N,,,,
St. John,Water Creek,B,2023,1/23/23,NA,NA,14:50,NA,"KWG, AND, JS, JP, LU, KT",10.4,27.1,74.6,4.79,35.9,54637,35583,7.54,N,,,,
St. John,Water Creek,B,2023,1/23/23,NA,NA,14:50,NA,"KWG, AND, JS, JP, LU, KT",7.1,26.8,69.7,4.64,36.06,54643,35657,7.47,N,,,,
St. John,Water Creek,C,2023,1/23/23,NA,NA,13:53,NA,"KWG, AND, JS, JP, LU, KT",7.5,26.9,81.5,5.31,35.38,53656,34872,7.81,N,standing water at site,,,
St. John,Water Creek,C,2023,1/23/23,NA,NA,13:53,NA,"KWG, AND, JS, JP, LU, KT",11.5,26.6,80.5,5.27,35.42,53689,34885,7.81,N,tide going out,,,
St. John,Water Creek,C,2023,1/23/23,NA,NA,13:53,NA,"KWG, AND, JS, JP, LU, KT",13.2,26.9,87.6,5.28,35.33,53564,34811,7.81,N,,,,
St Thomas,Brewers Bay,A,2024,6/5/2024,N,NA,NA,NA,NA,17.1,36,90.1,5.75,21.24,32776,20818,7.76,N,actively raining,-6,139.84,
St Thomas,Brewers Bay,A,2024,6/5/2024,N,NA,NA,NA,NA,12.5,31,94.4,5.87,25.13,39460,25504,7.72,N,actively raining,-5,134.52,
St Thomas,Brewers Bay,A,2024,6/5/2024,N,NA,NA,NA,NA,14.8,31.6,99.8,6.11,30.02,46388,30222,7.56,N,actively raining,-4.5,128,
St Thomas,Brewers Bay,B,2024,6/10/2024,N,NA,NA,NA,NA,4,27.9,68.1,5.13,1.35,2632,1712,7.84,N,ghut flowing,-9.7,186.44,
St Thomas,Brewers Bay,B,2024,6/10/2024,N,NA,NA,NA,NA,2.6,28.4,60.5,4.68,1.64,2967,2007,7.62,N,ghut flowing,-4.5,129.04,
St Thomas,Brewers Bay,B,2024,6/10/2024,N,NA,NA,NA,NA,6.2,27.9,69.1,5.22,1.53,2688,1770,7.43,N,ghut flowing,-4,124.87,
St Thomas,Brewers Bay,C,2024,6/10/2024,N,NA,NA,NA,NA,7,33,104.4,6.91,29.67,43964,242,7.85,N,,-12.1,189.03,
St Thomas,Brewers Bay,C,2024,6/10/2024,N,NA,NA,NA,NA,10.7,32.5,106.2,6.78,27.74,46300,27253,7.84,N,,-9.5,154.24,
St Thomas,Brewers Bay,C,2024,6/10/2024,N,NA,NA,NA,NA,11.8,33.3,107.6,6.79,21.4,47785,31176,7.43,N,,-3.6,123.25,
St Thomas,Compass Point,A,2024,6/11/2024,NA,NA,NA,NA,NA,28,30.7,5.7,0.38,29.99,46498,30208,7.71,N,"taken in pond, ",,,
St Thomas,Compass Point,A,2024,6/11/2024,NA,NA,NA,NA,NA,24.6,30.4,4.2,0.29,28.73,44440,28893,7.4,N,"taken in pond, ",,,
St Thomas,Compass Point,A,2024,6/11/2024,NA,NA,NA,NA,NA,27.8,30.4,5.9,0.35,29.26,45344,29487,7.14,N,"taken in pond, ",,,
St Thomas,Compass Point,B,2024,6/11/2024,NA,NA,NA,NA,NA,8,34.8,13.8,0.71,32.71,50687,32849,7.49,Y,,,,
St Thomas,Compass Point,B,2024,6/11/2024,NA,NA,NA,NA,NA,8,36.7,16.3,1.52,15.9,24605,17156,7.41,Y,,,,
St Thomas,Compass Point,B,2024,6/11/2024,NA,NA,NA,NA,NA,10.9,35.8,31.5,1.72,32.7,50467,32667,7.39,Y,,,,
St Thomas,Compass Point,C,2024,6/11/2024,NA,NA,NA,NA,NA,5.7,36.8,57.5,3.71,8.81,15335,10010,8.84,Y,,,,
St Thomas,Compass Point,C,2024,6/11/2024,NA,NA,NA,NA,NA,8.9,36.6,62.5,4.05,7.31,12936,8410,7.98,Y,,,,
St Thomas,Compass Point,C,2024,6/11/2024,NA,NA,NA,NA,NA,6.8,39.3,121.6,7.5,11.62,19820,12912,7.91,Y,,,,
St John,Francis Bay,A,2024,7/17/2024,NA,NA,12:15,NA,NA,6.7,36.5,89.1,5.41,22.35,35917,23342,7.83,N,,,,
St John,Francis Bay,A,2024,7/17/2024,NA,NA,12:15,NA,NA,8.6,35.8,87,5.2,21.8,35118,22814,7.82,Y,,,,
St John,Francis Bay,A,2024,7/17/2024,NA,NA,12:15,NA,NA,5.2,35.7,108.2,6.64,22.25,35778,23275,6.9,N,no water in the plot,,,
St John,Francis Bay,B,2024,7/17/2024,NA,NA,12:02,NA,NA,14.3,33.6,95.4,6,21.93,35146,22845,7.93,N,,,,
St John,Francis Bay,B,2024,7/17/2024,NA,NA,12:02,NA,"AND, JS",11,33.6,91.2,5.72,21.59,34722,22615,7.83,N,,,,
St John,Francis Bay,B,2024,7/17/2024,NA,NA,12:02,NA,NA,9.2,34.7,81.1,5.02,22.04,35389,22981,7.68,N,,,,
St John,Francis Bay,C,2024,7/17/2024,NA,NA,NA,NA,NA,13.3,30,3.19,3.17,21.79,34837,22667,7.78,N,,,,
St John,Francis Bay,C,2024,7/17/2024,NA,NA,NA,NA,NA,12.5,29.4,48.1,3.23,21.35,34196,22233,7.68,N,,,,
St John,Francis Bay,C,2024,7/17/2024,NA,NA,NA,NA,NA,9.5,29.9,25,1.64,22.15,35349,22977,7.44,N,,,,
St Croix,Great Pond,A,2024,7/24/2024,N,Yes,NA,NA,NA,16.2,29,52.4,3.14,42.27,62849,40857,7.7,N,,,,
St Croix,Great Pond,A,2024,7/24/2024,N,Yes,NA,NA,NA,6.8,28.8,48.1,2.85,41.54,61928,40265,7.69,N,,,,
St Croix,Great Pond,A,2024,7/24/2024,N,Yes,NA,NA,NA,7.2,28.1,59.9,3.22,41.71,62143,40395,7.7,N,,,,
St Croix,Great Pond,B,2024,7/22/2024,N,Yes,NA,NA,NA,12.2,35.9,192,10.03,51.62,75179,48899,7.92,N,,,,
St Croix,Great Pond,B,2024,7/22/2024,N,Yes,NA,NA,NA,11.6,36.3,205.4,10.64,52.48,76372,49627,7.56,N,,,,
St Croix,Great Pond,B,2024,7/22/2024,N,Yes,NA,NA,NA,11.8,36.5,198.4,10.28,52.61,76900,49720,7.97,N,,,,
St Croix,Great Pond,C,2024,7/22/2024,N,Yes,NA,NA,NA,10.2,36.7,167.3,8.69,50.98,74245,48321,7.84,N,,,,
St Croix,Great Pond,C,2024,7/22/2024,N,Yes,NA,NA,NA,5.4,36.6,202.8,10.5,51.3,74876,48674,7.96,N,,,,
St Croix,Great Pond,C,2024,7/22/2024,N,Yes,NA,NA,NA,8.7,36.5,208.6,10.95,51.25,74761,48618,7.97,N,,,,
St Croix,Krause Lagoon,A,2024,7/23/2024,N,Yes,NA,NA,NA,16.3,34.8,93.8,5.36,37.89,57420,37339,7.74,N,,,,
St Croix,Krause Lagoon,A,2024,7/23/2024,N,Yes,NA,NA,NA,15.4,35.1,92.8,5.2,38.63,58396,37864,7.68,N,,,,
St Croix,Krause Lagoon,A,2024,7/23/2024,N,Yes,NA,NA,NA,8.2,36.1,78.4,4.3,38.84,60118,39110,7.47,N,,,,
St Croix,Krause Lagoon,B,2024,7/23/2024,N,Yes,NA,NA,NA,11.3,31.4,82.3,4.94,38.08,57427,37338,7.2,Y,,,,
St Croix,Krause Lagoon,B,2024,7/23/2024,N,Yes,NA,NA,NA,8,30.9,65.8,3.97,38.02,57364,37287,7.2,Y,,,,
St Croix,Krause Lagoon,B,2024,7/23/2024,N,Yes,NA,NA,NA,12.1,32.2,65.2,3.84,39.32,57852,37593,7.2,N,,,,
St Croix,Krause Lagoon,C,2024,7/23/2024,N,No,NA,NA,KWG,30.7,29.6,108.2,6.78,36.19,54848,35651,7.92,N,,,,
St Croix,Krause Lagoon,C,2024,7/23/2024,N,No,NA,NA,NA,42.5,29.6,107.5,6.74,36.26,54930,35708,7.93,N,,,,
St Croix,Krause Lagoon,C,2024,7/23/2024,N,No,NA,NA,NA,41.2,29.5,105.2,6.6,36.39,55076,35813,7.87,N,,,,
St John,Lameshur Bay,A,2024,8/6/2024,NA,NA,NA,NA,NA,2,40.1,213.8,10.89,40.58,65113,43016,8.65,Y,,,,
St John,Lameshur Bay,A,2024,8/6/2024,NA,NA,NA,NA,NA,1,40.1,120.6,6.23,43.08,64276,41858,8.41,Y,,,,
St John,Lameshur Bay,A,2024,8/6/2024,NA,NA,NA,NA,NA,3,40,102.2,7.09,40.57,63321,65060,8.07,Y,,,,
St John,Lameshur Bay,B,2024,8/6/2024,NA,NA,NA,NA,NA,2,33.7,95.3,5.44,40.5,60837,39606,8.41,Y,,,,
St John,Lameshur Bay,B,2024,8/6/2024,NA,NA,NA,NA,NA,1,36.8,91.5,4.8,47.65,69911,45715,7.83,Y,,,,
St John,Lameshur Bay,B,2024,8/6/2024,NA,NA,NA,NA,NA,1,33.1,87.8,5.11,39.1,55999,38318,6.88,Y,,,,
St John,Lameshur Bay,C,2024,8/6/2024,NA,NA,NA,NA,NA,2,33.4,112.9,6.59,36.4,58054,31728,7.94,N,,,,
St John,Lameshur Bay,C,2024,8/6/2024,NA,NA,NA,NA,NA,1,36.5,71.3,4.39,18.59,30380,19784,7.82,Y,,,,
St John,Lameshur Bay,C,2024,8/6/2024,NA,NA,NA,NA,NA,1,33.1,114.3,6.74,37.28,56527,36589,7.69,N,,,,
St. Thomas,Magens Bay,A,2024,7/9/24,NA,NA,NA,NA,"SM, JC",11.5,27,7.8,0.59,3.33,6148,3998,7.43,N,,,,
St. Thomas,Magens Bay,A,2024,7/9/24,NA,NA,NA,NA,"SM, JC",13.5,27.1,22.1,1.25,3.54,6513,4233,7.48,N,,,,
St. Thomas,Magens Bay,A,2024,7/9/24,NA,NA,NA,NA,"SM, JC",9.5,27.1,23,1.67,3.76,6883,4474,7.49,N,,,,
St. Thomas,Magens Bay,B,2024,7/9/24,NA,NA,NA,NA,"JC, JS",25.5,28.8,18.1,1.25,6.86,12081,7854,7.49,N,,,,
St. Thomas,Magens Bay,B,2024,7/9/24,NA,NA,NA,NA,"JC, JS",25,29,15.5,1.32,7.03,12348,8028,7.45,N,,,,
St. Thomas,Magens Bay,B,2024,7/9/24,NA,NA,NA,NA,"JC, JS",12,28.4,20.5,1.45,6.91,12151,7900,7.53,N,,,,
St. Thomas,Magens Bay,C,2024,7/19/24,NA,NA,11:21,NA,AND,15.5,32.4,31,1.85,19.83,32058,20867,7.45,N,,,,
St. Thomas,Magens Bay,C,2024,7/19/24,NA,NA,11:21,NA,AND,14.3,31.8,14.7,0.91,20.77,33484,21803,7.52,N,,,,
St. Thomas,Magens Bay,C,2024,7/19/24,NA,NA,11:21,NA,AND,16.8,31.7,17.4,1.04,20.67,33351,21694,7.57,N,,,,
St Thomas,Mandahl Bay,A,2024,6/7/2024,NA,NA,13:05,NA,NA,9.5,31.3,51.9,3,36.28,55067,35789,7.79,N,,,,
St Thomas,Mandahl Bay,A,2024,6/7/2024,NA,NA,13:05,NA,NA,7.5,31.3,38.9,2.28,36.23,54994,35743,7.75,N,,,,
St Thomas,Mandahl Bay,A,2024,6/7/2024,NA,NA,13:05,NA,NA,8.1,31.4,44.3,2.65,35.65,54381,35379,7.73,N,,,,
St Thomas,Mandahl Bay,B,2024,6/7/2024,NA,NA,10:45,NA,NA,14.3,29.1,50.1,3.05,36,54589,35498,7.76,N,sample cup,,,
St Thomas,Mandahl Bay,B,2024,6/7/2024,NA,NA,10:45,NA,NA,22.1,29.3,57.5,3.3,36.04,54638,35514,7.74,N,sample cup,,,
St Thomas,Mandahl Bay,B,2024,6/7/2024,NA,NA,10:45,NA,NA,16.5,28.8,38.7,2.4,35.59,54027,35114,7.57,N,sample cup,,,
St Thomas,Mandahl Bay,C,2024,6/10/2024,NA,NA,9:45,NA,NA,15.5,30.3,102.1,6.28,36.95,55883,36322,8.04,N,,,,
St Thomas,Mandahl Bay,C,2024,6/10/2024,NA,NA,9:45,NA,NA,10,30.2,99.4,6.06,36.57,55469,36107,7.91,N,,,,
St Thomas,Mandahl Bay,C,2024,6/10/2024,NA,NA,9:45,NA,NA,10.8,29.2,70.2,4.25,36.75,55590,36046,7.8,N,,,,
St John,Mary Creek,A,2024,8/9/2024,NA,NA,NA,NA,"KR, JC",6,32.3,74.4,4.58,31.06,47995,31200,7.62,N,,,,
St John,Mary Creek,A,2024,8/9/2024,NA,NA,NA,NA,"KR, JC",12.3,31.9,64.4,4,31,47898,31135,7.57,N,,,,
St John,Mary Creek,A,2024,8/9/2024,NA,NA,NA,NA,"KR, JC",12.3,31.8,77.1,4.78,31.01,48039,31233,7.57,N,,,,
St John,Mary Creek,B,2024,8/9/2024,NA,NA,NA,NA,"KR, JC",20.5,32.6,97.8,5.83,31.26,48443,31401,7.73,N,,,,
St John,Mary Creek,B,2024,8/9/2024,NA,NA,NA,NA,"KR, JC",25.3,33,79.7,4.85,31.25,48336,31403,7.68,N,,,,
St John,Mary Creek,B,2024,8/9/2024,NA,NA,NA,NA,"KR, JC",17.2,32.6,94.6,5.8,31.22,48376,31418,7.63,N,,,,
St John,Mary Creek,C,2024,8/9/2024,NA,NA,NA,NA,"KR, JC",24.5,31.3,120.6,7.3,35.99,54679,35540,7.97,N,,,,
St John,Mary Creek,C,2024,8/9/2024,NA,NA,NA,NA,"KR, JC",28.6,31.5,121.2,7.39,36,54678,35542,7.96,N,"HM, DG",,,
St John,Mary Creek,C,2024,8/9/2024,NA,NA,NA,NA,"KR, JC",21.5,31.6,118.6,7.2,35.98,54677,35542,7.9,N,,,,
St Thomas,Perseverance Bay,A,2024,6/12/2024,N,NA,NA,NA,"DG, JC",30.6,31.9,30.6,2.09,8.36,14545,9453,7.33,N,,,,
St Thomas,Perseverance Bay,A,2024,6/12/2024,N,NA,NA,NA,"DG, JC",40.2,30.6,15.5,1.03,8.42,14672,9484,7.23,N,,,,
St Thomas,Perseverance Bay,A,2024,6/12/2024,N,NA,NA,NA,"DG, JC",30.6,30.9,33.2,2.16,8.33,14506,9439,7.19,N,,,,
St Thomas,Perseverance Bay,B,2024,6/12/2024,N,NA,NA,NA,"HM, DG",40.4,32.1,30.4,2.16,8.44,14669,9535,7.34,N,,,,
St Thomas,Perseverance Bay,B,2024,6/12/2024,N,NA,NA,NA,"HM, DG",47,32.2,42,2.34,8.62,14303,9606,7.31,N,,,,
St Thomas,Perseverance Bay,B,2024,6/12/2024,N,NA,NA,NA,"HM, DG",45,32.5,41.6,2.82,8.34,14644,9534,7.33,N,,,,
St Thomas,Perseverance Bay,C,2024,6/12/2024,N,NA,NA,NA,"HM, DG",40.2,31.4,28.1,4.8,8.56,14883,9689,7.38,N,,,,
St Thomas,Perseverance Bay,C,2024,6/12/2024,N,NA,NA,NA,"HM, DG",47,31.7,36.5,2.01,8.52,14819,9650,7.42,N,,,,
St Thomas,Perseverance Bay,C,2024,6/12/2024,N,NA,NA,NA,"HM, DG",51,31.6,24.7,1.21,8.63,14974,9683,7.32,N,,,,
St John,Princess Bay,A,2024,7/18/2024,NA,NA,NA,NA,NA,5.5,30.4,112.9,7.01,35.31,53705,34911,7.94,N,,,,
St John,Princess Bay,A,2024,7/18/2024,NA,NA,NA,NA,NA,12.3,30.1,101.1,6.24,33.35,53741,34936,7.92,N,taken at the ocean,,,
St John,Princess Bay,A,2024,7/18/2024,NA,NA,NA,NA,NA,5.4,29.5,15,0.86,33.14,50714,32978,7.01,Y,rained at time for collection,,,
St John,Princess Bay,B,2024,7/18/2024,NA,NA,NA,NA,NA,40,31.5,126.8,7.72,35.89,54496,35424,7.99,N,no standing water in the plot,,,
St John,Princess Bay,B,2024,7/18/2024,NA,NA,NA,NA,NA,23.7,31.2,123,7.53,35.7,54275,35286,7.98,N,no standing water in the plot,,,
St John,Princess Bay,B,2024,7/18/2024,NA,NA,NA,NA,NA,35.3,31.2,124.8,7.67,35.55,54056,35145,7.97,N,no standing water in the plot,,,
St John,Princess Bay,C,2024,7/18/2024,NA,NA,NA,NA,NA,22.2,32,136.6,8.29,36.08,54803,35631,8.04,N,,,,
St John,Princess Bay,C,2024,7/18/2024,NA,NA,NA,NA,NA,24.6,31.9,130.8,7.92,36.07,54769,35604,8.01,N,,,,
St John,Princess Bay,C,2024,7/18/2024,NA,NA,NA,NA,NA,23.5,32.1,137.5,8.4,36.09,54833,35639,8,N,,,,
St John,Reef Bay,A,2024,10/8/2024,NA,NA,NA,NA,AND LU,28.1,30.5,77.7,4.92,4.58,8332,5409,8.12,N,AND LU,,,
St John,Reef Bay,A,2024,10/8/2024,NA,NA,NA,NA,AND LU,33.5,30.6,43,2.65,4.4,8341,5425,8.04,N,AND LU,,,
St John,Reef Bay,A,2024,10/8/2024,NA,NA,NA,NA,AND LU,26.8,30,72.2,4.42,4.6,8323,5423,8,N,AND LU,,,
St John,Reef Bay,B,2024,10/8/2024,NA,NA,NA,NA,MG LU,35,31.1,61.9,4.48,4.51,8209,5336,8.16,N,MG LU,,,
St John,Reef Bay,B,2024,10/8/2024,NA,NA,NA,NA,MG LU,27.5,30.5,64.6,4.52,4.52,8220,5345,8.08,N,MG LU,,,
St John,Reef Bay,B,2024,10/8/2024,NA,NA,NA,NA,MG LU,30,31.4,53.4,3.9,4.52,8218,5342,7.91,N,MG LU,,,
St John,Reef Bay,C,2024,10/8/2024,NA,NA,NA,NA,MG LU,34.4,31,52,3.71,4.43,8078,5249,7.94,N,MG LU,,,
St John,Reef Bay,C,2024,10/8/2024,NA,NA,NA,NA,MG LU,34.2,31.5,54.6,3.86,4.42,8052,5234,7.93,N,MG LU,,,
St John,Reef Bay,C,2024,10/8/2024,NA,NA,NA,NA,MG LU,29.4,31,48.6,3.43,4.41,8039,5224,7.9,N,MG LU,,,
St Croix,Salt River,A,2024,7/24/2024,N,Y,NA,NA,NA,23.4,34.8,243.8,13.51,44.13,65603,42674,8.93,N,,,,
St Croix,Salt River,A,2024,7/24/2024,N,Y,NA,NA,NA,12.9,34.5,248.4,13.83,44.21,65701,42704,8.9,N,,,,
St Croix,Salt River,A,2024,7/24/2024,N,Y,NA,NA,NA,24,35,255.6,13.8,44.23,65710,42745,8.94,N,,,,
St Croix,Salt River,B,2024,7/24/2024,N,Y,NA,NA,NA,6.5,30.4,80.7,4.96,37.48,56608,36797,7.48,Y,,,,
St Croix,Salt River,B,2024,7/24/2024,N,Y,NA,NA,NA,83.9,30.9,78,4.75,37.36,56477,36714,7.71,N,,,,
St Croix,Salt River,B,2024,7/24/2024,N,Y,NA,NA,NA,43.8,31,72.6,4.42,37.37,56499,36726,7.7,N,,,,
St Croix,Salt River,C,2024,7/24/2024,N,Y,NA,NA,NA,3.5,29.7,52.7,3.27,37.42,56453,36605,7.35,N,,,,
St Croix,Salt River,C,2024,7/24/2024,N,Y,NA,NA,NA,9.5,29.8,51.4,3.18,37.32,56426,36680,7.31,N,,,,
St Croix,Salt River,C,2024,7/24/2024,N,Y,NA,NA,NA,7.8,29.7,55.6,3.56,37.28,56412,36682,7.28,N,,,,
St Croix,Southgate,A,2024,7/22/2024,N,Y,NA,NA,NA,9.8,31.1,58.8,4.05,9.88,16955,11020,7.74,N,,,,
St Croix,Southgate,A,2024,7/22/2024,N,Y,NA,NA,NA,10,31.2,54.3,4.11,9.88,16955,11020,7.77,N,,,,
St Croix,Southgate,A,2024,7/22/2024,N,Y,NA,NA,NA,11,31.4,73.5,5.03,10.06,17288,11205,7.75,N,,,,
St Croix,Southgate,B,2024,7/22/2024,N,Y,NA,NA,NA,9.9,30.5,43.6,3.08,9.72,16697,10854,7.99,N,,,,
St Croix,Southgate,B,2024,7/22/2024,N,Y,NA,NA,NA,15.9,31,78.6,5.56,9.72,16696,10853,8.13,N,,,,
St Croix,Southgate,B,2024,7/22/2024,N,Y,NA,NA,NA,12.8,30.7,54.5,3.87,9.73,16696,10852,8.1,N,,,,
St Croix,Southgate,C,2024,7/22/2024,N,Y,NA,NA,NA,5,28.4,67.8,4.97,9.65,18544,10754,7.89,N,,,,
St Croix,Southgate,C,2024,7/22/2024,N,Y,NA,NA,NA,4.5,27.7,55.1,3.94,9.51,16335,10631,7.97,N,,,,
St Croix,Southgate,C,2024,7/22/2024,N,Y,NA,NA,NA,8.1,28.3,71.5,5.24,9.39,16122,10494,8.01,N,,,,
St Thomas,STEER Basin,A,2024,6/18/2024,NA,NA,NA,NA,NA,11.3,40.5,587.6,36.81,2.93,5557,3617,9.23,N,,,,
St Thomas,STEER Basin,A,2024,6/18/2024,NA,NA,NA,NA,NA,24.8,40.5,349.2,3.32,3.33,6271,4077,9.2,N,,,,
St Thomas,STEER Basin,A,2024,6/18/2024,NA,NA,NA,NA,NA,8.4,38,38.3,2.12,3.74,6920,4507,8.45,Y,,,,
St Thomas,STEER Basin,B,2024,7/8/2024,NA,NA,NA,NA,"LU, KWG",6,33,59.2,3.71,28.98,45419,29535,7.98,N,,,,
St Thomas,STEER Basin,B,2024,7/8/2024,NA,NA,NA,NA,"LU, KWG",5,35.8,15.5,0.98,29.19,45582,29612,7.72,N,,,,
St Thomas,STEER Basin,B,2024,7/8/2024,NA,NA,NA,NA,"LU, KWG",5.4,38.8,8.3,0.56,26.27,41705,27227,7.58,N,,,,
St Thomas,STEER Basin,C,2024,6/18/2024,NA,NA,NA,NA,NA,2.5,30.5,47.5,3.45,2.49,4714,3066,8.34,Y,,,,
St Thomas,STEER Basin,C,2024,6/18/2024,NA,NA,NA,NA,NA,10.9,31.1,79.3,5.8,2.09,3982,2588,8.22,Y,,,,
St Thomas,STEER Basin,C,2024,6/18/2024,NA,NA,NA,NA,NA,10,31,12.3,0.86,2.76,5175,3365,8.2,N,,,,
